"term","frequency","presence","doc_size_sum","type"
"receiving","33994",30187,"149750674","G"
"counter","35975",30187,"150607288","G"
"h","78900",30168,"160255537","G"
"tests","51354",30163,"145464530","N"
"pradesh","60134",30146,"87370671","N"
"generally","33894",30146,"175846907","G"
"hitting","37815",30140,"150431397","G"
"offensive","42171",30136,"141683899","N"
"requirements","35990",30134,"103181319","N"
"walked","36665",30134,"165062084","G"
"expectations","37775",30095,"148445446","N"
"regime","51695",30074,"147604467","N"
"reduced","35696",30048,"150404282","G"
"squad","52949",30041,"134221427","N"
"north korea","192484",30022,"150832346","PN"
"footage","42994",29995,"137738765","N"
"daniel","41338",29983,"187525243","N"
"facility","49745",29971,"152281309","N"
"collection","48848",29961,"159646287","G"
"films","62575",29960,"122425792","N"
"jeff","42239",29952,"175343940","N"
"trend","36987",29943,"148932806","N"
"expert","35651",29940,"165609705","N"
"explain","33639",29935,"169586392","G"
"hits","41655",29918,"165203150","N"
"assets","53377",29911,"133338590","N"
"47","36279",29889,"134797492","G"
"awards","63002",29886,"133056200","G"
"56","38047",29845,"132009249","G"
"programme","48118",29836,"111528729","PN"
"originally","32807",29825,"142615036","G"
"talent","42109",29819,"160883682","N"
"hillary","47235",29816,"153252507","N"
"wild","47032",29791,"165598226","G"
"yourself","38594",29790,"173080594","G"
"shots","45871",29780,"147088766","N"
"headlines","32672",29771,"118279339","N"
"drugs","60721",29763,"157636088","N"
"priority","35920",29747,"149397501","N"
"risks","38405",29745,"151698825","N"
"supposed","34098",29651,"164471408","G"
"zone","48381",29650,"150955132","N"
"industrial","38551",29586,"134763595","G"
"importance","32803",29577,"163054423","N"
"inauguration","55123",29577,"140424858","N"
"korean","62657",29560,"141438093","G"
"plane","61226",29541,"144213331","G"
"tim","41023",29532,"165578314","N"
"william","48114",29524,"156929101","N"
"expand","34855",29485,"145388626","G"
"mail","46217",29465,"129677172","PN"
"ride","42616",29463,"178715021","G"
"premier league","109426",29431,"77771790","PN"
"corruption","47493",29418,"129309906","N"
"anniversary","44835",29397,"144728795","N"
"retired","37227",29378,"160238635","G"
"citing","33154",29377,"127191741","G"
"aim","32324",29372,"138974554","N"
"posting","42133",29369,"81236655","G"
"2000","36223",29362,"164274570","G"
"cancer","73324",29349,"166130001","N"
"drama","42495",29337,"140868512","N"
"orders","42138",29331,"148138190","N"
"00","73527",29330,"91251259","G"
"claiming","33429",29312,"138211690","G"
"positions","37842",29306,"151916271","N"
"determine","33294",29300,"150543618","G"
"faith","40765",29293,"157967841","N"
"route","40293",29289,"143672773","N"
"tomorrow","37881",29270,"139272325","N"
"marriage","57081",29266,"158948463","N"
"managing","33905",29266,"135737522","G"
"51","37199",29240,"133477976","G"
"speaks","44228",29238,"163565654","G"
"sen","55435",29234,"149399544","N"
"pop","39713",29226,"150841461","N"
"singer","48487",29221,"118208991","N"
"duty","42281",29198,"142085302","N"
"ten","38519",29155,"146838142","G"
"drew","34877",29151,"160343023","G"
"cultural","38740",29142,"170358023","G"
"speaker","43979",29101,"151232656","G"
"overseas","39001",29089,"141581305","G"
"favourite","35104",29083,"163379338","G"
"asian","41960",29065,"127617622","G"
"busy","33456",29047,"151231444","G"
"song","61071",29031,"137805311","N"
"unlike","31625",29030,"165750737","G"
"requires","32702",29015,"155141619","G"
"seats","54789",29015,"143779204","N"
"ads","39655",29008,"150629159","N"
"die","36669",28975,"166787671","G"
"closely","31511",28911,"145517129","G"
"apply","36747",28905,"150779343","G"
"threats","41209",28884,"149029574","N"
"cool","34918",28876,"149355399","N"
"till","37854",28872,"109233112","G"
"mental","45158",28868,"165797050","G"
"therefore","33329",28868,"145805629","G"
"investigators","48531",28863,"134937980","N"
"visitors","45736",28831,"152904835","N"
"articles tablet app","57539",28826,"146708573","NP"
"eat","41986",28810,"170426651","G"
"soldiers","56960",28800,"142270536","N"
"rescue","49174",28799,"130081886","N"
"representative","33967",28765,"127389897","N"
"causing","33742",28760,"140774116","G"
"heavily","31190",28745,"161444340","G"
"analyst","38640",28744,"134754429","N"
"update","44838",28742,"165723759","G"
"advanced","34379",28699,"137911492","N"
"cutting","33342",28695,"148587400","G"
"featured","33060",28684,"127349039","G"
"split","33721",28680,"143834944","N"
"factor","36839",28669,"149020214","N"
"likes","32211",28651,"155004835","N"
"ends","31672",28650,"153116809","N"
"relatively","31818",28642,"160765030","G"
"controlled","34295",28639,"146373469","G"
"opposed","32784",28614,"155872739","G"
"600","36564",28614,"142196003","G"
"arms","38655",28604,"151117181","N"
"weekly","34565",28588,"126095759","G"
"scheme","54715",28576,"133227016","N"
"aircraft","60147",28551,"123329978","N"
"adam","40469",28538,"152429163","N"
"argued","34897",28496,"149737717","G"
"passengers","63771",28488,"117565429","N"
"suicide","53310",28481,"135864606","N"
"weren","31647",28472,"175755030","G"
"dog","59857",28428,"167287321","N"
"alternative","33688",28410,"162340520","G"
"magazine","39614",28405,"138053330","G"
"talked","32533",28388,"161002072","G"
"continuing","30926",28375,"141104904","G"
"ii","41436",28369,"155237724","G"
"2006","36672",28344,"158759636","G"
"emotional","34689",28343,"148955756","G"
"fewer","32782",28341,"155784459","G"
"encourage","31281",28334,"140789221","G"
"entry","37035",28334,"157533478","N"
"banned","35441",28330,"143047999","G"
"grown","32382",28317,"153432516","G"
"christian","39001",28295,"153962730","PN"
"affordable","49257",28283,"161411628","G"
"improved","33907",28246,"133398769","G"
"purpose","34311",28220,"153051383","N"
"matt","42360",28217,"163394495","N"
"stick","32837",28211,"138921018","G"
"francisco","60850",28207,"144655874","N"
"permission","33040",28205,"123783159","N"
"malcolm turnbull","59250",28182,"163950889","PN"
"alert","31554",28173,"93287484","G"
"instagram","49142",28166,"106716579","G"
"statements","38262",28158,"150907717","N"
"worry","31783",28154,"163686033","G"
"sending","32189",28145,"148558077","G"
"besides","31566",28142,"116413462","G"
"jack","40309",28123,"159447951","N"
"band","59187",28121,"155568589","N"
"relief","39460",28068,"143114856","N"
"purchase","40778",28065,"138222366","N"
"delivery","47392",28059,"128891273","N"
"disease","61442",28053,"144699999","N"
"representatives","33546",28031,"129251736","N"
"items","43100",28028,"135814790","N"
"leads","32612",28024,"150452878","G"
"roads","43936",28022,"149218991","N"
"facilities","38785",28014,"133686966","N"
"achieve","32115",28010,"140375511","G"
"alive","33569",28008,"160461873","G"
"visiting","32732",27976,"143480903","G"
"strategic","35350",27964,"135628136","G"
"agent","41521",27959,"166716403","N"
"pain","43753",27945,"152267211","N"
"excited","32574",27945,"125091882","G"
"pitch","42999",27939,"144579141","G"
"dinner","42820",27906,"161988770","G"
"leg","47700",27898,"129329266","G"
"truly","31205",27884,"155508918","G"
"shock","31643",27875,"133598186","N"
"male","37604",27857,"134807631","G"
"allies","38336",27855,"147392802","N"
"urban","38551",27832,"156900615","G"
"2005","35098",27830,"155031848","G"
"drawn","30913",27822,"149008934","G"
"struggle","31647",27798,"155377489","N"
"800","36248",27782,"132820813","G"
"except","30362",27779,"153207378","G"
"deaths","44176",27777,"139221507","N"
"facts","37624",27773,"145826775","N"
"prosecutors","58233",27769,"129468264","N"
"chances","32979",27757,"142154797","N"
"abc","41780",27756,"145635336","PN"
"downtown","53144",27741,"158193170","N"
"fill","32774",27723,"164786123","G"
"ill","34671",27708,"149650242","G"
"threatening","31038",27695,"137229002","G"
"plant","58455",27666,"140847415","N"
"sees","30958",27659,"149812720","G"
"impossible","30966",27658,"166332531","G"
"brexit","62996",27656,"116993250","LOCATION"
"syrian","87558",27656,"129225139","G"
"senator","45705",27619,"144470786","N"
"proved","30191",27608,"148357184","G"
"elsewhere","29990",27587,"146660724","G"
"perform","37570",27575,"141077757","G"
"aged","34193",27565,"130166759","G"
"new zealand","86501",27559,"113663422","PN"
"variety","32281",27557,"152348603","N"
"attempts","31059",27511,"149706392","N"
"accident","44598",27494,"129364180","N"
"heading","31047",27486,"138944254","G"
"identity","38285",27486,"152385860","N"
"identify","32196",27470,"142872523","G"
"ltd","46270",27465,"86087403","G"
"territory","34857",27408,"140414021","N"
"accepted","32400",27390,"136273027","G"
"initiative","38125",27362,"125147981","N"
"adviser","38194",27360,"150154776","N"
"quoted","31341",27344,"97888871","G"
"wonder","34772",27303,"156354084","G"
"units","49454",27292,"122292469","N"
"championship","50516",27274,"125271625","PN"
"garden","45557",27268,"161890255","N"
"nobody","31993",27259,"158250665","G"
"software","51799",27259,"118677167","PN"
"surprised","30307",27251,"148023898","G"
"customer","44627",27249,"119364460","N"
"victoria","54262",27245,"175129678","N"
"treat","31435",27226,"141569717","N"
"stephen","38141",27219,"141071769","N"
"gathered","33452",27217,"152269812","G"
"exercise","38857",27210,"132637765","N"
"pool","44463",27208,"156399834","N"
"personnel","37807",27206,"120222836","N"
"goods","40479",27205,"127619865","N"
"resident","33313",27202,"141024093","N"
"environmental","37274",27172,"141957821","G"
"closing","31860",27158,"133916072","N"
"powers","40642",27144,"139159750","PN"
"thus","31412",27136,"144477267","G"
"passing","30796",27134,"145590694","G"
"attempted","33620",27125,"137661411","G"
"250","32703",27123,"133452256","G"
"reveal","30942",27112,"145488467","G"
"error","30478",27103,"80535556","G"
"reaching","29389",27096,"145901969","G"
"convicted","39655",27079,"143198660","G"
"kim","52619",27057,"127438659","N"
"decline","35123",27028,"129693582","N"
"severe","35582",27008,"126771727","G"
"islamic state","49388",26978,"125098128","PN"
"gains","38061",26966,"129991303","N"
"54","33073",26962,"121871601","G"
"referring","29021",26962,"135387578","G"
"province","47583",26961,"107319030","N"
"newly","30907",26951,"140674976","G"
"recovery","37018",26946,"126413414","N"
"deadly","34365",26945,"139514782","G"
"port","45352",26943,"145917303","N"
"bus","56215",26925,"148418378","N"
"affect","30434",26898,"139267767","G"
"sixth","33956",26887,"126134644","G"
"deeply","29965",26880,"149906959","G"
"preparing","32853",26865,"150743524","G"
"false","35447",26862,"138596038","G"
"shape","30756",26859,"148983773","G"
"firms","46308",26858,"118776566","N"
"promote","32021",26857,"127032236","G"
"effects","35346",26844,"141169087","G"
"payments","47402",26839,"131240305","N"
"investments","42316",26764,"120227073","N"
"transition","39758",26764,"147709145","N"
"transport","37972",26763,"127731923","N"
"headquarters","35406",26731,"137362910","N"
"roughly","31879",26724,"141911525","G"
"rain","52056",26723,"127796922","G"
"louis","55718",26705,"112543353","N"
"equipment","37449",26699,"131685262","N"
"scoring","38033",26686,"126604713","G"
"thinks","30462",26685,"150471642","G"
"patients","72348",26667,"143947453","G"
"testing","38000",26647,"130028170","N"
"probe","40216",26639,"119775320","N"
"imagine","30422",26600,"161544491","G"
"mp","44434",26583,"114590450","G"
"producer","35685",26582,"116318918","G"
"country's","30545",26579,"130875901","NP"
"appointed","33257",26557,"125163070","G"
"99","44796",26555,"118196616","G"
"questioned","30163",26543,"129221077","G"
"marketing","37633",26537,"127681963","N"
"sets","31760",26536,"132406671","G"
"fiscal","47455",26501,"109050772","G"
"jim","35669",26455,"145030429","N"
"fuel","45132",26449,"128200319","N"
"jr","44846",26427,"147259009","G"
"kick","35685",26406,"146508197","G"
"53","32802",26402,"123344057","G"
"captured","32990",26399,"136102311","G"
"bureau","34717",26386,"112950380","N"
"transfer","38414",26366,"114247016","N"
"christmas","34666",26343,"128550411","PN"
"storm","51739",26341,"141024641","N"
"anthony","39520",26328,"136431536","N"
"assistance","34817",26325,"130759761","N"
"discussed","30518",26305,"125893424","G"
"shopping","37162",26278,"154619452","N"
"links","32844",26257,"111911492","N"
"doctor","42352",26253,"141148458","N"
"losses","35185",26253,"135574976","N"
"values","35865",26242,"146715596","N"
"meets","30753",26239,"90536632","G"
"handle","29812",26220,"137458438","G"
"disaster","44172",26181,"132528702","N"
"penalty","50300",26168,"121662648","N"
"stocks","58460",26168,"111489200","N"
"ministers","45114",26161,"109197889","N"
"technical","32864",26114,"125559359","G"
"surgery","43479",26073,"131898455","G"
"kumar","46161",26070,"80094738","N"
"draft","54944",26052,"133965088","N"
"institutions","37690",26048,"134412690","N"
"promises","31673",26043,"145169161","G"
"trump administration","37937",26036,"137146185","NP"
"nsw","35821",26013,"119654740","N"
"dan","39796",25997,"150413250","PN"
"shouldn","29611",25991,"156730384","G"
"stronger","30188",25979,"142677448","G"
"employee","39439",25964,"131707378","N"
"begins","29381",25959,"138223620","G"
"grant","38657",25944,"145792227","N"
"tied","31548",25935,"128622869","G"
"grounds","32168",25928,"120366777","N"
"crimes","43623",25926,"132802971","N"
"activists","39615",25924,"138727796","N"
"59","32576",25921,"115205443","G"
"president barack obama","30879",25921,"129894790","PN"
"adds","31282",25918,"139279873","G"
"targets","33007",25913,"128198675","N"
"multi","30784",25906,"130538565","N"
"alex","37124",25903,"138203767","N"
"typically","29448",25882,"144258180","G"
"hillary clinton","81747",25876,"134235368","PN"
"solid","30330",25855,"141829624","G"
